player_id,short_name,value_eur,age,dob,height_cm,league_name,club_name,club_position,nationality_name,shooting,passing,dribbling
271256,S. Ngoura,300000,17,22/02/05,185,Ligue 2,Le Havre,RES,France,54,40,50
239706,D. Erdoğan,1100000,24,22/08/96,182,Super Lig,Gaziantep F.K.,CM,Turkey,54,65,66
245694,A. Traoré,3200000,27,5/06/95,177,NB I.,Ferencváros,LAM,Mali,71,60,74
263168,T. Onyango,675000,18,4/03/03,196,Premier League,Everton,RES,England,46,59,56
209889,R. Guerreiro,27500000,28,22/12/93,170,Bundesliga,Borussia Dortmund,LB,Portugal,77,86,87
205433,A. Hahn,375000,28,20/01/93,187,3. Liga,Viktoria Berlin,SUB,Germany,40,47,51
235212,A. Hakimi,53500000,23,4/11/98,181,Ligue 1,Paris Saint Germain,RWB,Morocco,75,79,80
258151,V. Mastrantonio,400000,23,22/06/99,180,Serie B,Cittadella,SUB,Italy,44,59,58
263335,T. Loridan,275000,18,9/04/03,185,Ligue 2,Dunkerque,RES,France,29,33,37
248105,V. Ghiță,2100000,23,4/06/98,186,Ekstraklasa,Cracovia Kraków,LCB,Romania,44,48,49
260908,M. Kerkez,4200000,18,7/11/03,176,Eredivisie,AZ,LB,Hungary,48,63,70
246126,C. Mola,1800000,20,15/03/01,183,Bundesliga,VfB Stuttgart,RES,England,40,63,64
231521,E. Palacios,21500000,22,5/10/98,177,Bundesliga,Bayer 04 Leverkusen,SUB,Argentina,73,75,78
228942,D. Cools,1600000,25,4/06/96,184,Jupiler Pro League,Zulte-Waregem,SUB,Malaysia,57,65,66
252749,P. Akono,475000,21,29/06/00,182,Jupiler Pro League,AS Eupen,RES,Cameroon,48,55,60
263150,J. Meyer,475000,20,26/03/02,181,Bundesliga,VfB Stuttgart,RES,Germany,44,52,59
263777,J. Sangowski,350000,19,11/03/02,191,Ekstraklasa,Warta Poznań,RES,Poland,56,40,54
200061,A. Tutte,275000,30,21/09/90,175,League One,Bolton Wanderers,RES,England,53,60,62
258642,Nuno Lima,2400000,21,16/03/01,184,Liga Portugal,Paços de Ferreira,SUB,Portugal,31,41,43
262405,G. Burroughs,250000,18,21/09/02,191,Championship,Coventry City,RES,Scotland,24,37,37
254496,C. Grant,525000,19,23/07/01,178,League Two,Rochdale,LW,Republic of Ireland,54,58,62
242815,D. Fitz,2100000,22,16/06/99,175,Bundesliga,Austria Wien,RES,Austria,65,66,69
230214,Luis Paezinho,675000,26,29/02/96,182,Serie A,Santos,SUB,Brazil,35,47,42
210000,M. Gajos,825000,31,19/03/91,174,Ekstraklasa,Lechia Gdańsk,LDM,Poland,67,66,67
259356,C. Chukwuemeka,1800000,17,20/10/03,183,Premier League,Aston Villa,SUB,England,53,62,68
252830,Bruno Duarte,1800000,26,24/03/96,183,Pro League,Dhamk,ST,Brazil,68,61,67
268096,M. Steffen,230000,18,1/02/03,189,Eredivisie,Vitesse,RES,Netherlands,26,29,33
217047,A. Godoy,1300000,31,10/02/90,183,Major League Soccer,Nashville SC,RCM,Panama,55,64,66
242448,André Silva,1900000,24,3/06/97,177,Liga Portugal,Arouca,ST,Brazil,67,62,70
192320,G. Gardner,1200000,29,29/06/92,186,Championship,Birmingham City,LCM,England,67,69,65
234980,Y. Shakhov,1500000,30,30/11/90,189,Super League,AEK Athens,SUB,Ukraine,68,67,66
230295,Cris Laranjeiros,4700000,29,29/02/92,185,Serie A,Athletico PR,LCB,Brazil,54,61,64
272399,L. Agyekum,575000,18,23/11/03,174,Bundesliga,Salzburg,RES,Ghana,47,52,69
262994,B. McLean,160000,18,22/01/03,168,League One,Burton Albion,RES,England,41,43,48
241168,G. Chakvetadze,2200000,21,29/08/99,183,2. Bundesliga,Hamburger SV,SUB,Georgia,66,69,72
250935,J. Dixon,170000,20,7/02/01,181,League Two,Carlisle United,RES,England,46,51,57
268297,Gabriel Pereira,3100000,20,1/08/01,170,Major League Soccer,New York City,RM,Brazil,59,64,72
254719,C. Nuñez,900000,25,19/11/95,180,Primera División,Nacional Asunción,RCB,Paraguay,31,47,57
258210,N. Marichal,2900000,20,17/03/01,184,Primera Division,Nacional,LCB,Uruguay,30,48,55
190535,Míchel,1400000,33,29/07/88,182,La Liga 2,Tenerife,SUB,Spain,66,78,72
234824,Y. Wissa,6500000,25,3/09/96,176,Premier League,Brentford,LW,Congo DR,74,65,76
229654,Gerard Valentín,1900000,28,28/07/93,177,La Liga 2,Huesca,SUB,Spain,53,59,78
211978,S. Hoare,625000,27,15/03/94,189,Premier Division,Shamrock Rovers,RCB,Republic of Ireland,35,50,56
211325,A. Schiavone,725000,28,25/02/93,180,Serie A,Salernitana,SUB,Italy,66,65,67
241708,M. Sagnan,4900000,22,14/04/99,187,Liga Portugal,Tondela,LCB,France,32,56,56
261296,M. Emilsen,375000,18,8/06/03,186,Eliteserien,Vålerenga,SUB,Norway,36,49,52
168651,I. Rakitić,14000000,34,10/03/88,184,La Liga,Sevilla,LCM,Croatia,80,86,78
269283,O. Saeed,275000,23,29/01/99,174,Pro League,Al Ain,RES,United Arab Emirates,34,44,52
221312,A. Pérez,1700000,27,25/03/94,181,Super Lig,Giresunspor,LCB,Colombia,33,53,58
189148,J. Murphy,700000,31,28/08/89,178,League Two,Mansfield Town,CAM,Scotland,63,63,67
208830,J. Vardy,33000000,34,11/01/87,179,Premier League,Leicester City,SUB,England,84,70,80
234322,Park Byung Hyun,190000,28,28/03/93,184,K League 1,Daegu,LCB,Korea Republic,28,47,42
263398,P. Sciortino,700000,17,5/11/03,177,Ligue 1,Olympique Marseille,RES,France,42,54,53
246351,Valery,3100000,21,23/11/99,182,La Liga 2,Girona,SUB,Spain,61,62,70
181681,S. Williams,240000,34,19/10/86,183,League One,Portsmouth,SUB,Republic of Ireland,62,65,60
232432,L. Jović,25500000,24,23/12/97,181,Serie A,Fiorentina,SUB,Serbia,78,68,78
258611,K. Spinelli,110000,18,3/12/02,188,League One,Accrington Stanley,RES,Italy,49,37,46
237494,O. Gnjatić,1000000,29,16/10/91,190,2. Bundesliga,Erzgebirge Aue,SUB,Bosnia and Herzegovina,40,56,59
191944,Kim Sung Joon,525000,33,8/04/88,174,K League 1,Ulsan,SUB,Korea Republic,61,67,65
238126,Guridi,4800000,27,28/02/95,179,La Liga 2,Deportivo Alavés,CAM,Spain,64,69,77
191043,Alex Sandro,22000000,30,26/01/91,180,Serie A,Juventus,LB,Brazil,65,75,78
235656,W. Al Anazi,275000,26,19/12/94,165,Pro League,Dhamk,SUB,Saudi Arabia,52,60,62
251569,Joel López,825000,19,31/03/02,179,Premier League,Arsenal,RES,Spain,46,51,59
245024,Wang Shilong,110000,20,7/03/01,177,Super League,Guangzhou Evergrande,SUB,China PR,26,27,33
193945,N. Uysal,1200000,30,24/01/91,180,Super Lig,Beşiktaş,RCB,Turkey,56,62,64
220969,N. Eliasson,2800000,25,7/12/95,176,Ligue 2,Nîmes,LM,Sweden,61,68,75
237207,S. Kalu,4400000,23,26/08/97,177,Premier League,Watford,RES,Nigeria,65,68,76
263119,F. Agüero,450000,26,21/01/95,189,Liga Profesional,Unión Santa Fe,SUB,Argentina,23,29,30
229901,H. Souttar,3200000,23,22/10/98,200,Championship,Stoke City,SUB,Australia,28,50,58
247898,A. Longher,375000,21,8/06/00,177,Liga 1,Academica Clinceni,SUB,Romania,51,51,58
263210,D. Toma,550000,21,22/04/00,176,Liga 1,Mioveni,SUB,Romania,46,57,57
228889,J. McGing,350000,27,22/05/94,184,A-League,Macarthur,LWB,Australia,37,51,55
222051,Kim Dae Jung,350000,28,13/10/92,188,K League 1,Incheon United,RES,Korea Republic,47,45,48
225071,B. Whiteman,2600000,25,17/06/96,185,Championship,Preston North End,LCM,England,64,69,70
230224,Juli Freitinho,6000000,21,29/02/00,192,Serie A,Bahia,RCB,Brazil,46,56,54
242751,H. Carter,1800000,21,17/12/99,188,League One,Portsmouth,RB,England,40,55,60
228717,Y. Mutō,2400000,28,15/07/92,179,J-League,Vissel Kobe,SUB,Japan,71,66,75
216464,A. Browne,2500000,27,15/04/95,173,Championship,Preston North End,RCM,Republic of Ireland,69,69,71
201505,David López,9000000,32,9/10/89,183,La Liga,Girona,LCB,Spain,58,70,65
212041,M. Ingebrigtsen,550000,24,21/07/96,170,Eliteserien,Odd,SUB,Norway,62,54,66
192715,Juanpe,1300000,31,30/04/91,190,La Liga,Girona,LCB,Spain,37,55,49
244757,A. Schott,1800000,22,17/01/00,174,Liga Profesional,Colón,SUB,Argentina,45,57,68
175895,V. Odjidja-Ofoe,3500000,33,21/02/89,185,Jupiler Pro League,Gent,RCM,Belgium,71,76,74
240471,F. Gorriarán,12500000,26,27/11/94,168,Liga MX,Santos Laguna,LCM,Uruguay,69,75,77
192546,E. Stevens,2000000,30,9/07/90,183,Championship,Sheffield United,LWB,Republic of Ireland,45,64,70
178091,S. Okaka,4600000,32,9/08/89,186,Super Lig,İstanbul Başakşehir,ST,Italy,74,60,70
218341,J. Elez,1800000,28,25/04/94,189,1. HNL,Hajduk Split,LCB,Croatia,60,68,63
247658,R. Al Hajj,1400000,19,17/09/01,180,Eredivisie,SC Heerenveen,SUB,Sweden,53,63,66
240890,C. Hargreaves,200000,22,4/12/98,178,League Two,Bristol Rovers,RES,England,42,55,59
176542,C. Valencia,475000,37,13/07/84,175,Liga BetPlay,Junior,ST,Colombia,71,58,67
193113,T. Jänicke,450000,33,16/03/89,176,3. Liga,Saarbrücken,RM,Germany,56,65,68
264008,W. Kechrida,875000,25,5/11/95,184,Serie A,Salernitana,SUB,Tunisia,34,50,60
251002,S. Conteh,800000,24,20/07/96,178,3. Liga,Magdeburg,SUB,Germany,56,51,65
216377,S. Kutschke,700000,32,3/11/88,194,2. Bundesliga,Ingolstadt,RS,Germany,68,45,53
148403,Luíz Carlos,600000,36,5/07/85,175,Liga Portugal,Paços de Ferreira,RCM,Brazil,67,68,68
228093,M. Thuram,22000000,23,6/08/97,192,Bundesliga,Borussia Mönchengladbach,SUB,France,78,71,78
241038,K. Bennetts,975000,22,9/03/99,179,Bundesliga,Borussia Mönchengladbach,SUB,England,57,60,68
247447,O. Antman,1900000,20,15/08/01,175,Superliga,Nordsjælland,SUB,Finland,63,59,68
246650,N. Sommer,925000,23,2/04/98,179,3. Liga,Waldhof Mannheim,SUB,Germany,38,57,63
264387,Pedro,1300000,21,30/03/00,198,Eredivisie,NEC,SUB,Spain,67,52,53
173160,N. Viola,1500000,32,12/10/89,180,Serie B,Cagliari,SUB,Italy,64,75,72
245574,A. Al Dakheel,240000,25,26/05/96,184,Pro League,Al Hazm,SUB,Saudi Arabia,24,46,41
232412,E. Adams,950000,25,15/01/96,178,League Two,Forest Green Rovers,RCM,Gambia,58,60,66
208771,G. Buckley,350000,27,19/08/93,185,Premier Division,Sligo Rovers,LCB,Republic of Ireland,58,61,60
231478,L. Martínez,98500000,24,22/08/97,174,Serie A,Inter,LS,Argentina,83,72,85
227549,R. Arias,2000000,28,27/07/92,180,Primera Division,Peñarol,LCB,Uruguay,30,43,53
260092,C. Schiavone,800000,21,12/07/00,183,Primera Division,Metropolitanos,RES,Venezuela,61,60,61
256658,J. Ngankam,2700000,20,20/07/00,182,Bundesliga,SpVgg Greuther Fürth,SUB,Germany,67,59,69
214384,F. Aguilar,2000000,29,20/01/93,190,Liga Profesional,Lanús,SUB,Colombia,40,48,49
199347,T. Beermann,1100000,30,10/12/90,188,3. Liga,Osnabrück,SUB,Germany,39,48,43
252059,S. Abdul Samed,2200000,21,26/03/00,180,Ligue 1,Clermont,SUB,Ghana,46,59,65
240053,R. Aabid,1600000,29,19/01/92,178,Super Lig,Kasımpaşa,SUB,France,60,71,73
160089,B. Cespeda,1600000,30,29/02/92,178,Liga Pro,LDU Quito,LCM,Ecuador,55,69,67
252526,D. Males,2700000,21,3/05/01,188,Super League,Basel,RW,Switzerland,65,64,70
254849,Y. Badji,2200000,19,20/12/01,192,Jupiler Pro League,Sporting Charleroi,LS,Senegal,64,52,65
202316,T. Chandler,2500000,31,29/03/90,187,Bundesliga,Eintracht Frankfurt,RES,United States,69,72,71
228332,H. Choudhury,3800000,23,1/10/97,178,Premier League,Leicester City,RES,England,45,62,66
186977,O. Merlo,525000,34,12/06/87,185,Primera Division,Sporting Cristal,LCB,Argentina,35,51,45
242994,K. Kesgin,1600000,21,5/11/00,176,Super Lig,Beşiktaş,SUB,Turkey,64,63,70
266126,Murilo,650000,26,2/12/95,180,Veikkausliiga,HJK,SUB,Brazil,57,61,62
261304,A. Montgomery,875000,18,18/07/02,173,Premiership,Aberdeen,SUB,Scotland,54,57,67
244486,M. Eskihellaç,1400000,24,5/05/97,175,Super Lig,Yeni Malatyaspor,RM,Turkey,57,61,68
232161,R. Tranberg,425000,28,6/02/93,186,Allsvenskan,Varberg BoIS,RW,Sweden,51,59,61
269981,T. Weber,230000,27,24/06/95,187,3. Liga,Bayreuth,SUB,Germany,31,45,40
175943,D. Mertens,18000000,35,6/05/87,169,Super Lig,Galatasaray,CF,Belgium,81,80,87
226387,A. Bengtsson,375000,25,22/02/96,188,Allsvenskan,Halmstad,LB,Sweden,48,54,59
190637,I. Armaș,400000,33,14/07/87,194,Liga 1,Voluntari,LCB,Moldova,39,49,39
182037,Yao Hanlin,45000,36,16/04/85,175,Super League,Wuhan Zall,LCM,China PR,56,62,55
253505,Rahul KP,325000,22,16/03/00,167,Super League,Kerala Blasters,SUB,India,52,45,58
238190,J. Castillo,925000,21,13/01/00,175,League One,Charlton Athletic,RES,Netherlands,53,58,63
268293,E. Camargo,700000,19,4/01/02,180,Liga BetPlay,Deportivo Cali,RDM,Colombia,58,61,59
111503,C. Ben Saada,110000,37,1/07/84,176,Ligue 2,Bastia,SUB,Tunisia,60,65,63
242160,M. Lode,1800000,28,11/03/93,185,2. Bundesliga,Schalke 04,RB,Norway,38,57,65
245719,A. Groiß,675000,23,1/07/98,189,3. Liga,Saarbrücken,SUB,Germany,44,51,52
264548,M. Gil,525000,20,28/02/02,169,Liga De Futbol Prof,Guabirá,SUB,Bolivia,46,54,58
230366,Silvosinho,3100000,25,29/02/96,177,Serie A,Santos,RB,Brazil,54,64,64
266792,V. Dican,500000,20,11/10/00,189,Liga 1,Botoşani,CDM,Romania,51,50,54
185260,D. Kadah,425000,35,2/03/86,188,Super Lig,Altay,SUB,Turkey,67,65,67
183346,F. Frei,1600000,32,8/01/89,183,Super League,Basel,RCB,Switzerland,69,70,69
263962,J. Szymański,325000,18,5/07/02,189,Ekstraklasa,Górnik Zabrze,SUB,Poland,28,32,34
266303,A. Abdulai,240000,18,9/12/02,183,Championship,Swansea City,RES,England,32,52,51
232104,D. James,16000000,23,10/11/97,171,Premier League,Leeds United,ST,Wales,70,69,76
266850,J. De Los Santos,950000,19,22/02/03,174,Primera Division,River Plate,SUB,Uruguay,61,50,62
158023,L. Messi,69500000,34,24/06/87,169,Ligue 1,Paris Saint Germain,RW,Argentina,90,91,95
216820,M. Simon,12500000,25,12/07/95,168,Ligue 1,Nantes,LW,Nigeria,70,69,81
188337,M. Wakaso,1800000,30,25/07/90,171,Super League,Shenzhen,RCM,Ghana,69,69,72
221695,G. Donsah,2300000,25,17/06/96,174,Super Lig,Yeni Malatyaspor,RCM,Ghana,63,69,71
256725,Fábio Carvalho,10000000,19,30/08/02,170,Premier League,Liverpool,SUB,Portugal,68,68,77
263625,W. Ackx,450000,19,5/05/02,167,Jupiler Pro League,Cercle Brugge,RES,Belgium,53,49,64
259265,M. Batna,1600000,31,27/06/90,184,Pro League,Al Fateh,RW,Morocco,71,70,73
242194,C. Almeida,750000,31,25/12/89,170,Primera Division,Nacional,SUB,Uruguay,42,58,60
243932,D. Philipp,1100000,22,10/04/00,180,3. Liga,Viktoria Köln,CAM,Germany,61,57,67
257896,N. Patterson,1900000,19,16/10/01,183,Premier League,Everton,RES,Scotland,44,57,63
196432,E. Pérez,2800000,36,22/02/86,178,Liga Profesional,River Plate,CDM,Argentina,65,75,76
227278,G. Berggren,1200000,24,7/09/97,187,Ekstraklasa,Raków Częstochowa,SUB,Sweden,47,57,58
170305,C. Skuse,140000,35,29/03/86,185,League Two,Colchester United,LDM,England,52,59,58
261026,S. Vargas,700000,19,17/01/02,175,Primera División,Nacional Asunción,RES,Paraguay,40,57,63
263100,M. Talent-Aryeetey,220000,18,10/09/02,171,Championship,Reading,RES,England,44,50,59
258575,E. Agbadou,2600000,24,17/06/97,192,Jupiler Pro League,AS Eupen,CB,Côte d'Ivoire,47,50,57
244963,Ivanildo Fernandes,2500000,25,26/03/96,193,Liga Portugal,Vizela,LCB,Portugal,28,47,48
248748,A. Ocampo-Chavez,250000,19,25/03/02,176,Major League Soccer,Seattle Sounders,RES,United States,54,43,57
255941,N. Smith,300000,20,15/12/00,182,A-League,Central Coast Mariners,LM,Australia,35,45,53
272708,P. Madanha,300000,17,5/08/04,183,A-League,Adelaide United,RES,Australia,50,46,54
230303,Marcelo Vildeia,650000,25,29/02/96,172,Serie A,Grêmio,SUB,Brazil,62,49,69
246186,Arthur Cabral,17000000,23,25/04/98,186,Serie A,Fiorentina,SUB,Brazil,77,63,74
248183,V. Yuel,450000,26,12/10/94,182,A-League,Newcastle Jets,SUB,South Sudan,59,54,62
228061,M. Bali,210000,31,27/10/89,175,Super League,Qingdao Hainiu,RS,China PR,57,57,59
235243,M. de Ligt,71000000,21,12/08/99,189,Serie A,Juventus,RCB,Netherlands,59,61,69
245125,P. Plewka,1000000,21,2/01/00,174,Ekstraklasa,Wisła Kraków,SUB,Poland,51,57,60
226380,Hwang Hee Chan,12500000,25,26/01/96,177,Premier League,Wolverhampton Wanderers,LW,Korea Republic,75,70,78
208892,S. Byram,2300000,27,16/09/93,183,Premier League,Norwich City,SUB,England,58,64,70
216730,S. Gregersen,2100000,27,17/05/95,192,Ligue 2,Bordeaux,RCB,Norway,44,50,46
176841,L. Jutkiewicz,550000,33,28/03/89,185,Championship,Birmingham City,SUB,England,63,57,62
242402,A. Eisa,475000,25,5/01/96,180,League Two,Bradford City,RES,Sudan,55,53,64
202841,J. Carroll,625000,29,11/08/91,183,Premiership,Motherwell,SUB,Republic of Ireland,39,62,59
242181,Neto Borges,2600000,24,13/09/96,183,Liga Portugal,Tondela,LWB,Brazil,50,64,71
192231,J. Edwards,750000,31,31/10/90,173,League One,Plymouth Argyle,RWB,England,58,62,65
270834,A. Rebbach,925000,23,11/08/98,176,La Liga 2,Deportivo Alavés,SUB,Algeria,69,59,69
224915,S. Wright,1700000,23,8/08/97,175,Premiership,Rangers,RW,Scotland,61,61,72
231745,L. Dimata,4200000,23,1/09/97,185,La Liga,Espanyol,SUB,Belgium,71,64,70
247246,K. Thuram,16500000,20,26/03/01,192,Ligue 1,Nice,LCM,France,69,73,77
260217,O. Heil,875000,20,27/11/00,168,Eredivisie,Go Ahead Eagles,SUB,Germany,54,55,67
263504,B. Leyes,1600000,20,30/10/01,173,Liga Profesional,Godoy Cruz,SUB,Argentina,52,59,68
251819,J. Neufville,275000,21,15/06/00,183,Championship,Luton Town,RES,England,53,36,52
262761,Y. Ozaki,350000,17,26/07/03,185,J-League,Vissel Kobe,RES,Japan,30,40,45
182362,Tan Wangsong,60000,35,19/12/85,180,Super League,Tianjin Teda,LB,China PR,54,56,56
228236,S. Deli,2500000,30,27/10/91,192,Super Lig,Adana Demirspor,SUB,Côte d'Ivoire,46,51,63
245384,P. Christiansen,550000,21,2/12/99,175,Superliga,SønderjyskE,LW,Denmark,58,44,64
200108,N. Boilesen,2000000,29,16/02/92,186,Superliga,København,LCB,Denmark,50,66,68
234293,A. Tanaka,450000,33,4/10/87,167,Veikkausliiga,HJK,SUB,Japan,58,62,67
191572,Zheng Zheng,775000,32,11/07/89,186,Super League,Shandong Luneng,SUB,China PR,57,67,65
252749,P. Akono,475000,21,29/06/00,182,Jupiler Pro League,AS Eupen,RES,Cameroon,48,55,60
228638,B. Stevenson,1100000,24,23/03/97,182,League Two,Forest Green Rovers,SUB,England,61,64,65
262479,Rubén Sánchez,3800000,21,4/02/01,185,La Liga,Espanyol,SUB,Spain,56,62,68
265178,Matheus Bueno,950000,22,30/07/98,178,Liga Portugal,Gil Vicente,SUB,Brazil,58,63,67
229319,J. Cádiz,1700000,26,29/07/95,191,Liga Portugal,Famalicão,SUB,Venezuela,68,53,68
190362,T. Pukki,4800000,31,29/03/90,180,Premier League,Norwich City,ST,Finland,75,62,74
237700,T. Kehinde,2100000,23,18/06/98,178,Superliga,Randers,RM,Nigeria,58,62,72
255916,Kim Min Gyu,170000,22,25/11/99,188,K League 1,Pohang Steelers,RES,Korea Republic,22,27,28
200667,M. Power,1200000,28,27/07/93,181,Championship,Wigan Athletic,LDM,England,65,68,66
234930,Pedro Rebocho,2500000,27,23/01/95,172,Ekstraklasa,Lech Poznań,LB,Portugal,57,68,72
248166,L. Johnsen,2300000,21,18/08/99,179,Superliga,Randers,RCM,Norway,53,63,66
269124,Liao Lei,70000,22,1/03/99,180,Super League,Shenzhen,RES,China PR,29,34,42
260708,M. García,2000000,22,25/08/98,175,Liga Profesional,Sarmiento,SUB,Argentina,44,59,67
205972,R. Bentancourt,1000000,28,2/03/93,184,Primera Division,Peñarol,SUB,Uruguay,67,52,62
204348,J. Allansson,400000,28,3/11/92,174,Allsvenskan,Halmstad,RCM,Sweden,49,62,65
244523,Javi Hernández,1900000,24,2/05/98,182,La Liga,Girona,RES,Spain,47,61,63
243125,S. Strand,1200000,29,25/05/93,175,Allsvenskan,Elfsborg,SUB,Sweden,31,56,63
227633,B. Ramselaar,5000000,26,29/06/96,178,Eredivisie,FC Utrecht,RES,Netherlands,71,69,76
186651,G. Vural,825000,33,11/06/88,177,Super Lig,Antalyaspor,LB,Turkey,67,69,73
208645,J. Moore-Taylor,750000,27,24/01/94,180,League Two,Forest Green Rovers,CB,England,36,57,56
240395,Chen Quanjiang,325000,20,10/07/00,175,Super League,Guangzhou Evergrande,SUB,China PR,25,39,51
266683,J. Castellano,120000,17,22/03/04,176,Major League Soccer,New York RB,RES,Venezuela,42,51,55
244279,B. Ekincier,550000,23,24/03/99,181,3. Liga,Waldhof Mannheim,SUB,Azerbaijan,57,57,61
252935,L. Fernández,12500000,22,8/11/98,166,Liga MX,Toluca,RM,Uruguay,75,74,75
245084,M. Busi,2400000,21,14/10/99,182,Ligue 1,Reims,SUB,Belgium,49,63,68
248178,B. Singh,275000,26,10/03/95,172,Super League,Mumbai City,LM,India,50,52,58
184980,I. Bermingham,170000,32,16/06/89,177,Premier Division,St Patrick's,SUB,Republic of Ireland,50,55,56
251549,A. Assal,1400000,20,21/01/02,162,League Two,AFC Wimbledon,LM,Morocco,59,61,68
246837,N. Almas,300000,22,18/01/00,177,Pro League,Al Feiha,RES,Saudi Arabia,26,34,37
205005,L. Droppa,500000,33,22/04/89,183,Liga 1,Voluntari,RCM,Czech Republic,56,59,60
254225,Anderson Oliveira,1900000,22,16/07/98,171,Liga Portugal,Portimonense,SUB,Brazil,60,60,73
257147,R. Malone,800000,28,11/08/92,188,2. Bundesliga,Hansa Rostock,RCB,United States,30,45,42
244661,Vitinho,2600000,22,23/07/99,175,Championship,Burnley,SUB,Brazil,40,60,73
264468,B. Brooks,200000,18,15/02/04,178,League One,Lincoln City,RES,Republic of Ireland,45,52,56
221498,H. Al Mansour,525000,28,19/05/93,178,Pro League,Al Nassr,RES,Saudi Arabia,56,60,62
248688,O. Cooper,1300000,21,14/12/99,174,League Two,Newport County,SUB,Wales,54,62,66
268325,T. van Assema,130000,19,31/01/02,187,Allsvenskan,IFK Göteborg,SUB,Sweden,23,32,36
254877,D. Tono,1600000,22,1/03/99,166,J-League,Kawasaki Frontale,SUB,Japan,69,61,70
235397,N. Freeman,500000,25,7/11/95,180,League One,Wycombe Wanderers,SUB,England,57,62,65
227982,Jang Yun Ho,675000,24,25/08/96,178,K League 1,Jeonbuk Motors,RES,Korea Republic,55,62,61
228136,J. Castro,675000,24,13/01/97,175,Liga BetPlay,La Equidad,RB,Colombia,29,53,59
264461,B. Ciepiela,400000,20,24/05/01,182,Ekstraklasa,Legia Warszawa,RES,Poland,49,55,60
179528,Xavi Torres,850000,35,21/11/86,182,La Liga 2,Lugo,CDM,Spain,60,69,64
232682,A. Al Suwat,375000,26,21/04/95,166,Pro League,Al Faisaly,SUB,Saudi Arabia,57,58,65
235317,J. Mosquera,4700000,31,6/06/90,185,Fortuna Liga,Viktoria Plzeň,LM,Colombia,70,70,75
212912,Park Ji Soo,1600000,28,14/06/94,187,K League 1,Sangju Sangmu,RCB,Korea Republic,49,57,60
232603,K. Yoshino,825000,26,8/11/94,182,J-League,Vegalta Sendai,LCB,Japan,23,45,49
252226,M. Rostkowski,325000,21,10/08/00,176,Ekstraklasa,Górnik Zabrze,RES,Poland,44,51,57
231913,F. Aursnes,8500000,25,10/12/95,179,Eredivisie,Feyenoord,RCM,Norway,65,74,76
263492,G. Dănuleasă,350000,18,8/05/03,187,Liga 1,SSC Farul,RES,Romania,24,36,37
262140,Carlos Domínguez,2500000,20,11/02/01,187,La Liga,Celta de Vigo,SUB,Spain,28,52,48
232888,Chen Zhechao,240000,27,19/04/95,175,Super League,Meizhou Hakka,LB,China PR,35,52,54
237769,K. Kitagawa,1000000,24,26/07/96,180,Bundesliga,Rapid Vienna,SUB,Japan,63,49,70
230263,Adeilson Gesser,1600000,29,29/02/92,175,Serie A,Bahia,SUB,Brazil,58,67,72
230703,A. Karo,1100000,24,9/09/96,190,1. Division,APOEL,LCB,Cyprus,34,45,53
227509,E. Ómarsson,1200000,27,18/01/95,180,Ligue 2,Nîmes,SUB,Iceland,64,54,68
258652,Rubén Pulido,575000,20,2/09/00,184,La Liga 2,Fuenlabrada,RCB,Spain,37,49,55
251585,J. Mary,1200000,28,9/03/93,181,Pro League,Al Shabab,ST,Cameroon,66,52,64
